name,segment,job,world,world_group,tier,union_level,access_flag,active_day_ratio,avg_exp_pct,avg_exp_on_active,character_age_days,cluster,pre_avg,post_avg
레알루크크루,Lv.285~289,아델,제니스,기타,3,9062.0,False,0.43529411764705883,44.76,1735276856900.7568,2069.0,1,1178819549247.8,698893976171.3334
레야니아,Lv.285~289,도적,크로아,루나크로아,2,9237.0,True,0.8253968253968254,77.44,3856057054440.048,990.0,2,2185167538324.5144,3566473294729.747
레어매화,Lv.285~289,렌,루나,루나크로아,3,9715.0,True,0.15,10.45,162096741209.66666,269.0,1,100543543101.06897,21742767.505494505
레에애에앤,Lv.285~289,렌,스카니아,스카니아,3,8756.0,True,0.5486725663716814,60.59,2579293772240.8228,269.0,2,2146666223018.0454,1238346779917.956
레에에N,Lv.285~289,렌,엘리시움,기타,2,9321.0,True,0.9396551724137931,89.06,5398321764074.055,269.0,2,2781009785033.68,5702107996244.286
레오나,Lv.290~294,레지스탕스,스카니아,스카니아,3,9063.0,True,0.8545454545454545,14.83,2247352919018.6807,197.0,1,2554542990524.143,810829126276.65
레이크프,Lv.285~289,렌,엘리시움,기타,3,9423.0,True,0.9090909090909091,20.38,602474796223.4222,269.0,2,238286689328.125,574905913686.6263
레탑,Lv.285~289,렌,루나,루나크로아,3,8294.0,True,0.9649122807017544,72.36,3407699800367.4727,269.0,2,2551677565307.5654,3474268066355.4727
레투다,Lv.290~294,도적,루나,기타,2,9670.0,True,0.46,16.1,2378096504731.2607,3556.0,0,1506418624595.3713,131437849865.4
레틱,Lv.290~294,마법사,엘리시움,기타,2,10109.0,True,0.8650793650793651,37.5,4034882943128.1377,5474.0,0,1760155150208.7144,4156008907073.209
렌142857,Lv.285~289,렌,베라,기타,3,9606.0,True,0.9576271186440678,84.81,4784221647518.531,269.0,2,2602913447651.778,5168553660252.703
렌3센치,Lv.285~289,렌,스카니아,스카니아,3,10518.0,True,0.8290598290598291,16.57,402005365559.3505,269.0,1,760451427348.4231,211239377452.72528
렌58,Lv.285~289,렌,스카니아,스카니아,3,8772.0,True,0.3333333333333333,25.12,852436538865.7941,269.0,1,1059635319394.091,190404986902.2198
렌964호,Lv.285~289,렌,스카니아,스카니아,3,8657.0,True,0.956140350877193,50.51,2029948292253.8806,269.0,2,2844520654156.5654,1712531745165.6265
렌D5턴,Lv.290~294,렌,오로라,기타,2,10461.0,True,0.8492063492063492,74.58,7842926456762.439,269.0,2,7334013616152.686,6401128069321.286
렌by쿠니,Lv.285~289,렌,베라,기타,3,9158.0,True,0.8760330578512396,83.58,4643117991809.415,269.0,2,3829054791172.9,4146141356006.7144
렌e려니,Lv.285~289,렌,베라,베라,3,9341.0,True,0.9245283018867925,54.75,2263841048622.8164,268.0,2,548708723757.6,2347536174820.5713
렌z9,Lv.285~289,렌,스카니아,스카니아,3,9045.0,True,0.5964912280701754,14.88,322300245335.0294,269.0,1,253077858061.82608,176875010410.54944
렌강태경,Lv.285~289,렌,루나,루나크로아,3,10544.0,True,0.9912280701754386,13.31,254139659917.74338,269.0,2,374087709226.56525,221030376466.96704
렌겜멍,Lv.285~289,렌,크로아,루나크로아,3,9375.0,True,0.09523809523809523,18.14,469924198149.75,269.0,1,161106368026.22858,4038427.241758242
렌곰승,Lv.285~289,렌,루나,루나크로아,3,9618.0,True,0.8050847457627118,9.16,128065281320.5158,269.0,1,127012206301.85185,96009584124.16484
렌과함께라면,Lv.285~289,렌,스카니아,스카니아,3,5627.0,False,0.10344827586206896,61.82,2633129258835.5835,269.0,3,1263902044241.08,0.0
렌규우,Lv.285~289,렌,베라,베라,3,8965.0,True,0.19047619047619047,99.26,9775414711325.834,269.0,2,520872060364.6,2377795944605.044
렌그렘린,Lv.285~289,렌,베라,베라,2,9214.0,True,0.8174603174603174,89.55,5475447097305.835,269.0,2,2317487479701.486,5306142738823.615
렌까짓것,Lv.285~289,렌,스카니아,스카니아,3,8947.0,True,0.9915254237288136,56.35,2353730756850.7007,269.0,2,1307978271950.7778,2638143793503.967
렌나당,Lv.285~289,렌,루나,루나크로아,3,9137.0,True,0.7128712871287128,97.69,7846394352660.473,269.0,2,1935056586412.5,5995492610191.527
렌나이스37,Lv.285~289,렌,스카니아,스카니아,2,8820.0,True,0.7936507936507936,95.2,6702942275666.6,269.0,2,1241385849318.3713,6888414536708.978
렌나현,Lv.285~289,렌,이노시스,기타,3,10558.0,True,0.5398230088495575,69.78,3197150452292.4097,269.0,2,17267835.636363637,2143140634037.945
렌낭연,Lv.285~289,렌,오로라,기타,3,8773.0,False,0.034782608695652174,33.14,1235965741494.0,269.0,1,50855902999.0,40915618615.38461
렌넨엔,Lv.285~289,렌,스카니아,기타,3,8347.0,True,0.9210526315789473,58.16,2438653537740.0,269.0,2,2116895988945.8696,2278791359526.868
렌눈물참기,Lv.285~289,렌,엘리시움,기타,3,10312.0,True,0.7105263157894737,6.18,66349024075.90124,269.0,1,38711125855.565216,49273791818.35165
렌달한,Lv.285~289,렌,스카니아,스카니아,3,9015.0,True,0.9920634920634921,69.81,3198409752557.408,269.0,2,1853028982305.5715,3680716535043.747
렌대남,Lv.285~289,렌,크로아,루나크로아,3,10023.0,True,0.1984126984126984,4.89,34383219627.24,269.0,1,24137831950.17143,162157938.73626372
렌대니,Lv.285~289,렌,베라,베라,3,9152.0,False,0.23015873015873015,66.92,3007977421612.1035,269.0,1,2492324149335.7427,0.0
렌댕댕숑,Lv.285~289,렌,이노시스,기타,3,8842.0,False,0.22340425531914893,59.88,2537957142705.3335,269.0,1,2707400776427.0,496427446895.94507
렌댕디,Lv.285~289,렌,베라,베라,3,9711.0,True,0.864406779661017,9.13,127598377432.18628,269.0,1,168522826416.44446,93021078954.27472
렌덤다이스,Lv.285~289,렌,루나,루나크로아,3,9046.0,False,0.5175438596491229,32.65,1218843053308.7795,269.0,1,579457842591.0869,643782524896.956
렌들갑,Lv.285~289,렌,베라,베라,2,9295.0,True,1.0,97.36,7651098871383.814,269.0,2,3557392239682.0605,9135629847715.22
렌디블,Lv.285~289,렌,스카니아,스카니아,3,9006.0,True,0.9523809523809523,27.27,965275188807.9667,269.0,2,714111356091.2285,998232144986.4066
렌땅꼬마,Lv.285~289,렌,루나,루나크로아,3,10398.0,True,0.1794871794871795,3.9,11139130758.333334,269.0,1,25419517.269230768,2563305917.3186812
렌라섬,Lv.285~289,렌,루나,기타,3,8453.0,False,0.07964601769911504,27.48,975368684385.0,269.0,1,175688242196.5,53990954188.37363
렌렌니,Lv.285~289,렌,스카니아,기타,3,9388.0,True,1.0,96.43,7246199132254.574,269.0,2,4809169285958.958,7888932278530.341
렌렌대현,Lv.285~289,렌,스카니아,스카니아,3,9525.0,True,0.8225806451612904,5.56,56606717482.63725,269.0,1,36025397936.27273,50385132432.21978
렌렌프레즈,Lv.285~289,렌,루나,루나크로아,3,9924.0,False,0.19827586206896552,12.97,238198676148.82608,269.0,1,136639776830.68,22665660776.43956
렌롱현,Lv.285~289,렌,오로라,기타,3,8789.0,False,0.06349206349206349,42.51,1638622400265.0,269.0,1,374542262917.7143,0.0
렌룸메,Lv.285~289,렌,스카니아,스카니아,2,8673.0,True,0.7372881355932204,78.7,3997645024400.6323,269.0,2,5727173772023.074,2122653025035.5166
렌마다,Lv.285~289,렌,스카니아,기타,3,9243.0,True,1.0,67.26,3043124264417.8813,269.0,2,2660904623034.1113,3156530092081.1978
렌맛토끼,Lv.285~289,렌,스카니아,스카니아,3,8988.0,True,0.6854838709677419,51.15,2064310176725.4236,269.0,2,1150047373035.4849,1511151667159.2307
렌무니야,Lv.285~289,렌,루나,루나크로아,2,8963.0,True,0.9401709401709402,91.88,5869712906151.582,269.0,2,1167976244422.3076,6761549860677.956
렌문식,Lv.285~289,렌,엘리시움,기타,3,8719.0,False,0.024390243902439025,0.65,65781114.666666664,269.0,1,6166979.5,0.0
렌미국,Lv.285~289,렌,스카니아,스카니아,3,9050.0,False,0.9777777777777777,65.82,2932769191998.159,-7.0,2,2835936333641.0312,2945529367031.231
렌바즈,Lv.285~289,렌,오로라,기타,3,9279.0,True,0.6495726495726496,71.32,3317773008958.013,269.0,2,2369047903269.3076,2094016518635.2417
렌백해,Lv.285~289,렌,스카니아,스카니아,3,9423.0,True,0.9385964912280702,87.49,5148416001431.851,269.0,2,2369277316721.0,5454803668885.989
렌뽀득,Lv.285~289,렌,루나,루나크로아,3,8694.0,True,0.8260869565217391,53.52,2204799971346.7476,269.0,2,1334931641512.125,1949644372325.8242
렌뿌끼,Lv.285~289,렌,엘리시움,기타,3,10011.0,True,0.8487394957983193,15.0,326467461025.56433,269.0,1,932786557360.0,75331757774.74725
렌뿔군,Lv.285~289,렌,루나,기타,3,10258.0,True,0.8070175438596491,12.27,212576715421.15216,269.0,1,159540538203.34784,174589290550.2088
렌상향짱,Lv.285~289,렌,엘리시움,기타,3,8280.0,True,0.2543859649122807,16.42,396498074194.1724,269.0,1,109944626536.78261,98568326827.3077
렌생성후유기,Lv.285~289,렌,스카니아,스카니아,3,8579.0,True,0.21052631578947367,9.31,130798608948.54167,267.0,1,85665989992.60869,12844492801.483517
렌선뽑고튀기,Lv.285~289,렌,루나,기타,3,8745.0,True,0.8333333333333334,72.61,3440797471865.979,269.0,2,351213536386.4783,3503273060333.835
렌설호,Lv.285~289,렌,스카니아,스카니아,3,8906.0,False,0.023809523809523808,67.2,3029524626560.0,269.0,1,16855523236.571428,93391544685.71428
렌성수,Lv.285~289,렌,크로아,루나크로아,3,8894.0,False,0.023809523809523808,42.33,1629140390105.6667,269.0,1,139640604866.2,0.0
렌성윤,Lv.285~289,렌,오로라,기타,3,9602.0,True,0.29365079365079366,71.26,3315848720358.5137,269.0,2,3320429306496.6855,71114032152.53847
렌세루,Lv.285~289,렌,스카니아,스카니아,3,10371.0,True,0.47863247863247865,5.41,53842731472.91071,269.0,1,26022497.692307692,33126553599.373627
렌수렌수,Lv.285~289,렌,스카니아,스카니아,3,8814.0,False,0.015873015873015872,36.74,1387244845717.5,258.0,1,475082.14285714284,30488714984.175823
렌수주,Lv.285~289,렌,루나,기타,3,8401.0,True,0.08547008547008547,56.16,2348503486091.9,269.0,1,3047240492.3076925,257206666023.2857
렌시도리,Lv.285~289,렌,오로라,기타,2,9186.0,True,0.9603174603174603,72.18,3405590939609.876,269.0,2,2372100116160.6,3615967028870.044
렌쓰쓰,Lv.285~289,렌,스카니아,스카니아,3,9944.0,True,0.2777777777777778,11.37,189049767086.37143,269.0,1,143666820997.82858,17454979264.824177
렌아시아,Lv.285~289,렌,엘리시움,기타,3,8945.0,True,0.02631578947368421,4.09,13720550351.0,267.0,1,0.0,452325835.74725276
렌알두,Lv.285~289,렌,스카니아,스카니아,3,9243.0,True,0.7033898305084746,44.33,1720817081405.8313,269.0,2,592329193622.1852,1393790434383.3516
렌애랑,Lv.285~289,렌,스카니아,스카니아,3,8379.0,True,0.007936507936507936,55.79,2325486432925.0,266.0,1,66442469512.14286,0.0
렌언제키워,Lv.285~289,렌,오로라,기타,3,9646.0,True,0.7672413793103449,8.79,117972279709.26967,269.0,1,168414393593.4,69111791805.38461
렌에톤,Lv.285~289,렌,엘리시움,기타,2,8984.0,True,0.9565217391304348,75.62,3704317612475.891,268.0,2,2570033586135.7085,3799935508847.154
렌오네,Lv.285~289,렌,루나,루나크로아,3,6120.0,False,0.4434782608695652,47.77,1871704305799.804,269.0,3,1372271349034.1667,687059419988.6813
렌왼쪽,Lv.285~289,렌,엘리시움,기타,3,8737.0,True,0.9680851063829787,63.11,2709732419458.319,248.0,2,1891624235773.6667,2647371180916.3296
렌유기하기,Lv.285~289,렌,엘리시움,기타,3,9425.0,True,0.1565217391304348,2.71,837455564.0,269.0,1,32759171.75,157010769.56043956
렌유렌유,Lv.285~289,렌,오로라,기타,3,8814.0,False,0.04310344827586207,12.51,220989443283.0,269.0,1,7622950265.64,10048059997.516483
렌유챔까지,Lv.285~289,렌,루나,루나크로아,3,10046.0,True,0.9603174603174603,79.71,4100796801919.95,269.0,2,3325034714690.057,4173848329869.912
렌육성기기,Lv.285~289,렌,스카니아,기타,3,8954.0,False,0.46846846846846846,49.03,1939702770032.2886,269.0,1,1086159963557.55,869685107368.4396
렌융이등장,Lv.285~289,렌,스카니아,스카니아,3,8748.0,True,0.6842105263157895,73.1,3487140397243.646,268.0,2,667339994094.0,2461480943345.725
렌으로뚫어,Lv.285~289,렌,오로라,기타,3,8839.0,True,0.6206896551724138,84.29,4736979221995.042,269.0,2,401092935479.68,3637749237325.835
렌은강했다,Lv.285~289,렌,루나,루나크로아,3,8891.0,True,0.03968253968253968,9.35,131922759764.2,269.0,1,7470135296.114285,4375374323.703297
렌은어렵나요,Lv.285~289,렌,엘리시움,기타,3,8729.0,True,0.968,79.86,4115026187784.5537,266.0,2,1943075951551.0881,4745643806254.879
렌을렌탈,Lv.285~289,렌,스카니아,스카니아,3,9566.0,True,0.8571428571428571,72.24,3406367328728.5464,269.0,2,433448807012.8571,3876010585244.319
렌의꿈결,Lv.285~289,렌,스카니아,스카니아,3,8885.0,False,0.25396825396825395,48.75,1932451543296.9062,269.0,1,1766812839585.743,0.0
렌의삶1,Lv.285~289,렌,이노시스,기타,3,9518.0,True,0.19047619047619047,7.16,86332192197.66667,269.0,1,59046857911.25714,58599844.505494505
렌이망,Lv.290~294,렌,스카니아,스카니아,2,9140.0,True,0.9365079365079365,13.98,2158873205847.3728,269.0,2,5484736540652.485,689903949089.5934
렌이좋은한량,Lv.285~289,렌,베라,기타,3,6668.0,False,0.028037383177570093,24.04,789319733459.3334,269.0,3,147997450023.625,0.0
렌일삼,Lv.285~289,렌,베라,베라,2,9543.0,True,0.9920634920634921,99.57,10732739682163.824,269.0,2,4609645457665.942,12969833728045.824
렌잃,Lv.285~289,렌,스카니아,스카니아,3,8921.0,False,0.1391304347826087,35.75,1359168570833.8125,269.0,1,471302746009.0417,114675068451.9121
렌재렌,Lv.285~289,렌,스카니아,기타,3,9320.0,True,0.28695652173913044,13.34,254151620075.81818,269.0,1,130254494096.08333,57812039606.54945
렌잼통,Lv.285~289,렌,스카니아,스카니아,3,9383.0,True,0.15873015873015872,19.86,569778822007.95,269.0,1,193080248216.0,50964480797.79121
렌준빵,Lv.285~289,렌,스카니아,스카니아,3,8755.0,True,0.5,38.7,1478106936311.6191,269.0,1,26874422066.857143,1012968485882.3297
렌지노,Lv.285~289,렌,크로아,루나크로아,3,8889.0,True,0.007936507936507936,4.27,16978110948.0,269.0,1,485088884.2285714,0.0
렌짱귀여워잉,Lv.285~289,렌,스카니아,스카니아,3,8785.0,False,0.42063492063492064,43.38,1685900298927.5283,269.0,1,1278033121679.1428,490346775652.6264
렌쭈리,Lv.285~289,렌,베라,기타,3,10473.0,True,0.1794871794871795,5.13,44649441650.14286,269.0,1,35985285177.46154,22207253.175824177
렌쭝,Lv.285~289,렌,베라,베라,3,9927.0,True,0.7345132743362832,87.43,5138430139839.892,269.0,2,1380583206782.3635,4352932648983.5054
렌쯔몽,Lv.290~294,해적,레드,기타,2,10169.0,True,0.8333333333333334,65.47,6642053933210.571,2516.0,0,1808638829589.9429,6968278065400.682
렌찡유,Lv.285~289,렌,루나,기타,3,9276.0,True,0.20512820512820512,16.88,418870555823.25,269.0,1,366018009108.9231,5894781350.835165
렌천주,Lv.285~289,렌,스카니아,스카니아,3,9250.0,True,0.7586206896551724,75.07,3667882468810.148,269.0,2,708950600605.96,3352196618023.5605
렌청크,Lv.285~289,렌,루나,루나크로아,3,8972.0,True,0.7105263157894737,38.67,1477426428487.5557,225.0,2,2653750852109.478,644343638560.1538
렌춘식이요,Lv.285~289,렌,베라,베라,3,8954.0,True,0.5396825396825397,49.09,1942934749438.4854,269.0,2,484864426770.6286,1265377011262.033
렌카트라이더,Lv.285~289,렌,엘리시움,기타,2,9262.0,True,0.9230769230769231,97.05,7507673043302.87,269.0,2,3832815471364.654,7815115235398.121
렌킴히,Lv.285~289,렌,엘리시움,기타,3,8004.0,True,0.10619469026548672,38.92,1487186535587.0833,269.0,1,603427201229.3182,50229010989.01099
렌탈케어,Lv.285~289,렌,스카니아,기타,3,8683.0,True,0.9224137931034483,68.71,3126970635331.897,269.0,2,2564825018247.76,2972145412355.154
렌투더찬비,Lv.285~289,렌,루나,루나크로아,3,8750.0,True,0.9469026548672567,50.02,1997616900287.486,269.0,2,442404256767.13635,2241891370130.5933
렌펭구,Lv.285~289,렌,오로라,기타,3,9177.0,True,0.2222222222222222,20.26,597467264018.25,269.0,1,358602756278.97144,45911944206.01099
렌하는삐약,Lv.285~289,렌,엘리시움,기타,2,8975.0,True,0.9206349206349206,93.97,6402329171971.655,269.0,2,2883626069263.2,7052123862906.594
렌하는승태,Lv.285~289,렌,베라,베라,3,8965.0,True,1.0,79.16,4024513902187.732,269.0,2,3393839346890.9062,4246289569984.4175
렌하는햐코,Lv.285~289,렌,루나,루나크로아,3,9289.0,True,0.9047619047619048,68.09,3087491106752.807,269.0,2,2075510018783.543,3069572917718.637
렌하러가렌,Lv.285~289,렌,베라,기타,3,9108.0,True,0.5689655172413793,98.83,8868229670742.334,268.0,2,275061986357.68,6356336358352.22
렌한닮,Lv.285~289,렌,크로아,루나크로아,3,9415.0,True,0.8037383177570093,87.33,5118925653895.756,269.0,2,1598829605718.375,4556553104874.077
렌합류,Lv.285~289,렌,오로라,기타,3,10005.0,True,0.1746031746031746,18.26,474307042181.0,269.0,1,298129227085.11426,2549230.8021978023
렌헤롱,Lv.285~289,렌,스카니아,스카니아,3,9409.0,True,0.16666666666666666,3.44,6354635461.789474,269.0,1,5156974482.913043,23380886.45054945
렌홍설,Lv.285~289,렌,엘리시움,기타,2,8913.0,True,0.8275862068965517,80.97,4266041150646.6875,269.0,2,2260248485561.4,3879491629923.5933
렌흑흑,Lv.285~289,렌,오로라,기타,3,9780.0,True,0.8650793650793651,75.22,3677753751850.7983,269.0,2,1515203423561.543,3822450979418.4946
렌희빈,Lv.285~289,렌,스카니아,스카니아,3,8671.0,True,0.8260869565217391,42.36,1630004382224.7053,269.0,2,976422987243.6666,1444134776016.4724
렐렌레,Lv.285~289,렌,스카니아,스카니아,3,9988.0,True,0.3247863247863248,10.08,153859922606.26315,269.0,1,32493582561.884617,54965317719.0
렐히,Lv.285~289,전사,루나,루나크로아,3,10054.0,True,0.31746031746031744,11.8,200321937893.05,1732.0,1,123876753030.28572,40408694062.21978
렝튠,Lv.285~289,아델,엘리시움,기타,3,9469.0,True,0.5952380952380952,82.69,4513559720306.134,2248.0,2,373048653974.0857,3576486550921.615
려정,Lv.285~289,은월,루나,루나크로아,3,9364.0,True,0.007936507936507936,2.8,965906298.0,1894.0,1,27597322.8,0.0
령가,Lv.285~289,아델,베라,베라,3,9666.0,False,0.015873015873015872,38.3,1455863911359.5,2101.0,1,83192223506.25714,0.0
롄띤,Lv.285~289,렌,스카니아,스카니아,3,9547.0,True,0.7522123893805309,9.38,132247170468.56471,269.0,1,25188324863.090908,117438091679.56044
로wu,Lv.285~289,전사,루나,루나크로아,3,9076.0,True,0.7142857142857143,45.9,1793538494791.6777,4197.0,0,783609909859.6571,1472440853694.0989
로딩엉아,Lv.285~289,아델,오로라,기타,3,9834.0,True,0.7301587301587301,48.32,1909148214393.348,2203.0,0,1027276524510.6571,1535021509519.945
로봇렌드,Lv.285~289,렌,루나,루나크로아,2,9237.0,True,1.0,97.66,7837601013045.492,269.0,2,5679024202074.743,8667822863418.857
로스츄,Lv.285~289,호영,스카니아,스카니아,3,9457.0,True,0.38095238095238093,57.33,2418419391654.5625,1354.0,1,471195274285.5714,1094420837356.3077
로쓰아크,Lv.285~289,아크,루나,루나크로아,3,9123.0,True,0.24603174603174602,27.88,987018347097.2903,1703.0,1,386099467780.17145,187737224040.76923
로얄깜찍,Lv.285~289,전사,엘리시움,기타,2,9098.0,True,0.8888888888888888,80.42,4190150455668.375,4470.0,0,2356878908146.1143,4250616365381.8022
로운윈브,Lv.285~289,기사단,크로아,루나크로아,3,9515.0,True,0.8333333333333334,76.39,3764513585498.7144,1122.0,2,590169302948.7428,4116681328287.4614
로이의대모험,Lv.290~294,레지스탕스,크로아,루나크로아,2,9117.0,True,0.9285714285714286,41.1,4324876740073.3335,633.0,2,1714651466176.3713,4901074475520.956
로카레포,Lv.285~289,렌,베라,베라,3,10071.0,True,0.6190476190476191,6.55,74079731563.25641,269.0,1,21938157.42857143,63488475015.64835
로키,Lv.290~294,아크,루나,루나크로아,1,9565.0,True,0.9841269841269841,88.03,9965918124583.137,2262.0,2,5653069794698.571,11405674776196.252
록준,Lv.285~289,팬텀,오로라,기타,2,9315.0,True,0.7063492063492064,69.87,3204294240776.4717,4032.0,0,1457237091550.257,2573394387086.231
론녜,Lv.285~289,렌,루나,루나크로아,3,9039.0,False,0.07936507936507936,6.76,76677787246.8,269.0,1,21881128342.74286,10311873.318681318
론리폴리s,Lv.285~289,기사단,크로아,루나크로아,3,8778.0,True,0.31932773109243695,62.8,2702081857246.737,3184.0,0,120130773347.07143,1091378559578.6593
론앤,Lv.290~294,아델,루나,루나크로아,2,9534.0,True,0.6904761904761905,38.24,4077844353191.6323,1933.0,0,958996139715.2858,3529753778435.5713
론티아,Lv.285~289,마법사,엘리시움,기타,3,9443.0,True,0.49206349206349204,27.08,955856713976.0161,1251.0,1,144241384339.34286,595765580380.6154
롤로,Lv.285~289,마법사,크로아,루나크로아,3,10181.0,True,0.3492063492063492,26.87,935470689373.409,1004.0,1,1000801159490.9714,67391975277.42857
롤린이연,Lv.285~289,아델,루나,루나크로아,3,9346.0,True,0.4444444444444444,55.52,2300737048584.9106,1533.0,1,321188731620.3714,1292304056198.2637
롤여시,Lv.290~294,레지스탕스,스카니아,스카니아,2,9603.0,True,0.5317460317460317,44.7,4583167458970.851,4482.0,0,606508110142.6,3141147647209.4067
롱초,Lv.285~289,아크,스카니아,스카니아,3,9188.0,True,0.007936507936507936,2.67,777943564.0,2569.0,1,0.0,8548830.373626374
롸고니,Lv.290~294,렌,엘리시움,기타,2,9145.0,False,0.05555555555555555,2.12,217362810304.42856,269.0,1,17009143.114285715,16713674199.142857
료궁,Lv.285~289,궁수,베라,베라,3,9054.0,True,0.20634920634920634,21.76,662705943926.8462,1456.0,1,385889045429.8571,40925691780.8022
료뾰,Lv.285~289,엔젤릭버스터,스카니아,스카니아,3,9143.0,True,0.6190476190476191,62.74,2697945518701.577,2823.0,0,62089674991.62857,2288644086088.088
룡몬,Lv.285~289,기사단,제니스,기타,3,9030.0,True,0.031746031746031744,51.71,2092703270047.0,815.0,1,0.0,91986956925.14285
루겊,Lv.290~294,도적,크로아,루나크로아,2,9453.0,True,0.626984126984127,8.69,1484546815586.924,5363.0,0,1258507017199.4,804741239883.3846
루나o복어,Lv.290~294,아델,루나,루나크로아,1,9425.0,True,0.9920634920634921,90.47,10479202947255.969,1770.0,2,3679097694086.4,12979471968285.406
루별봄,Lv.285~289,렌,스카니아,스카니아,3,9508.0,True,0.8968253968253969,62.47,2674628593813.1504,269.0,2,1213262726779.5715,2854602589709.901
루비로시,Lv.285~289,도적,루나,루나크로아,3,9028.0,True,0.3492063492063492,60.13,2549118437554.159,1509.0,1,650217521084.6571,982457121037.5824
루비우,Lv.290~294,마법사,루나,루나크로아,2,9847.0,True,0.8333333333333334,75.21,7919275437603.485,3916.0,0,4186323385646.6284,7527501125832.242
루뽀,Lv.290~294,기사단,루나,루나크로아,2,10017.0,True,0.0873015873015873,4.24,543659373725.0,2427.0,1,124061494851.85715,18001107595.164837
루시드메르잉,Lv.285~289,메르세데스,엘리시움,기타,3,8790.0,True,0.5317460317460317,87.58,5162898217770.821,2116.0,2,337981159487.88574,3671261978116.143
루시땡,Lv.285~289,팬텀,루나,루나크로아,2,9473.0,True,0.2777777777777778,84.94,4796871885265.058,1681.0,2,168916344516.51428,1779982900287.9011
루우루우우,Lv.285~289,렌,엘리시움,기타,3,8770.0,True,0.9333333333333333,32.71,1220239256799.134,269.0,2,1129162664037.2068,1141989884664.0
루이고,Lv.290~294,마법사,루나,루나크로아,2,10217.0,True,0.4365079365079365,8.16,1378511569357.0364,3049.0,1,113129152631.45714,789655120577.3187
루제,Lv.290~294,도적,엘리시움,기타,2,9734.0,True,0.9126984126984127,66.42,6759779006449.687,973.0,2,5146536634315.972,6563140698248.956
루처팍,Lv.285~289,렌,스카니아,스카니아,3,8750.0,True,0.8782608695652174,68.28,3097596000652.1685,269.0,2,1413206450931.375,3065277376302.3735
루퇸,Lv.285~289,기사단,크로아,루나크로아,3,9563.0,False,0.4126984126984127,39.72,1521918489643.9038,3019.0,0,886780646180.3429,528598229067.8132
루티카R,Lv.290~294,렌,스카니아,스카니아,2,8803.0,True,1.0,86.97,9793088171630.0,269.0,2,6779399600337.348,10554789678660.012
룬휵,Lv.285~289,엔젤릭버스터,크로아,루나크로아,2,9190.0,True,0.8015873015873016,95.17,6691177382381.178,597.0,2,669178670194.1428,7169095188612.132
룰류,Lv.285~289,메르세데스,크로아,루나크로아,2,9234.0,True,0.7380952380952381,92.65,6009745644104.183,583.0,2,2152757693059.9429,5313844237852.648
룸진,Lv.285~289,도적,크로아,루나크로아,3,9337.0,True,0.3253968253968254,30.37,1115882346953.1462,1004.0,1,197399816600.97144,426837171912.5824
룽지매미,Lv.285~289,전사,크로아,루나크로아,3,9650.0,True,0.1746031746031746,86.14,4945263629784.228,2155.0,2,178710920420.14285,1126823270775.2527
뤄로즈,Lv.285~289,렌,엘리시움,기타,3,9723.0,True,0.9333333333333333,75.44,3690009678354.3213,269.0,2,2574060993944.6206,3721245221442.747
뤠몬쉐이크,Lv.285~289,아델,제니스,기타,3,9410.0,True,0.46825396825396826,47.83,1874789071255.5762,2250.0,1,606249731750.1428,982349610910.1538
뤠에에엔,Lv.285~289,렌,크로아,루나크로아,3,10231.0,True,0.1111111111111111,12.02,203348293306.92307,269.0,1,101600059891.3077,21167646.32967033
뤼웨미,Lv.285~289,카이저,스카니아,스카니아,2,9008.0,True,0.9256198347107438,89.95,5537507939824.821,257.0,2,4065475364121.967,5475127783920.011
류근일,Lv.285~289,은월,크로아,루나크로아,3,9113.0,True,0.31746031746031744,17.34,435359257005.875,2011.0,1,496303826185.0857,480619381.94505495
류니수,Lv.285~289,렌,크로아,루나크로아,3,8753.0,False,0.2222222222222222,53.61,2207509867839.6787,269.0,1,1570004590881.6,75385885919.28572
류미쵸,Lv.290~294,루미너스,엘리시움,기타,2,9199.0,False,0.05555555555555555,0.85,23810877312.142857,1956.0,1,27453062.514285713,1821047076.8901098
류솝,Lv.285~289,레지스탕스,크로아,루나크로아,3,9504.0,True,0.42063492063492064,84.48,4744798567821.66,2824.0,0,793028576804.7715,2458443119850.341
류카윈,Lv.285~289,카인,루나,루나크로아,2,10304.0,True,0.9126984126984127,72.0,3379006198648.2783,933.0,2,876455632424.2,3933074348458.297
르늬,Lv.285~289,궁수,스카니아,기타,3,9063.0,True,0.9747899159663865,98.0,8068801678792.034,269.0,2,2552199318026.9644,9500213338847.484
르로미,Lv.285~289,기사단,루나,루나크로아,3,8846.0,False,0.1349206349206349,59.73,2533420181527.706,451.0,1,1043594815596.3429,71893676264.82417
르스가든,Lv.285~289,마법사,루나,루나크로아,3,9850.0,True,0.16666666666666666,3.63,8529969588.0,1354.0,1,5053430608.571428,24827363.164835166
르일,Lv.285~289,마법사,스카니아,스카니아,3,9162.0,True,0.2857142857142857,80.82,4256900162279.1387,2781.0,0,434787538345.6286,1516822439559.912
르키핑,Lv.285~289,기사단,엘리시움,기타,3,9418.0,False,0.6746031746031746,21.92,670116489491.6,1325.0,1,502083572643.7714,432823918288.5055
를꺄,Lv.285~289,렌,스카니아,기타,3,9044.0,True,0.6782608695652174,39.84,1526900652292.9487,269.0,2,53756619807.208336,1294594417620.6265
