name,tier,access_flag,date_create,latest_level,world,union_level,ocid,character_class,world_group,최대 스탯공격력,데미지,보스 몬스터 데미지,최종 데미지,방어율 무시,크리티컬 확률,크리티컬 데미지,상태이상 내성,스탠스,방어력,이동속도,점프력,스타포스,아케인포스,어센틱포스,STR,DEX,INT,LUK,HP,MP,AP 배분 STR,AP 배분 DEX,AP 배분 INT,AP 배분 LUK,AP 배분 HP,AP 배분 MP,아이템 드롭률,메소 획득량,버프 지속시간,공격 속도,일반 몬스터 데미지,재사용 대기시간 감소 (초),재사용 대기시간 감소 (%),재사용 대기시간 미적용,추가 경험치 획득,공격력,마력,전투력
김덕영,3,True,2014-01-30T00:00+09:00,285,스카니아,10242.0,eb0f1069253f8b40bb1176297d256b0a,데몬어벤져,스카니아,66849584.0,102.0,397.0,43.99,94.62,72.0,80.55,122.0,100.0,39128.0,170.0,123.0,321.0,1380.0,530.0,4132.0,4311.0,2048.0,2642.0,500000.0,,4.0,4.0,4.0,4.0,21576.0,0.0,131.0,31.0,93.0,4.0,19.0,2.0,6.0,7.0,44.0,5805.0,1334.0,164297069.0
채후정,3,True,2025-06-19T00:00+09:00,285,스카니아,9845.0,bad92d0ae704d938eebfd5a458241499,"아크메이지(불,독)",스카니아,125997302.0,146.0,440.0,194.14,95.82,90.0,130.7,54.0,100.0,28554.0,170.0,123.0,342.0,1370.0,410.0,5393.0,5630.0,59852.0,9192.0,47647.0,93391.0,4.0,4.0,1443.0,4.0,0.0,0.0,62.0,17.0,130.0,4.0,12.0,2.0,6.0,0.0,29.5,2090.0,5837.0,145519240.0
찍먹빨,2,True,2025-07-13T00:00+09:00,293,엘리시움,9706.0,6916fad69685c306ac5d1d862065183ae85e07f9d5d276f44440847eec04ba68,렌,엘리시움,279778598.0,89.0,551.0,86.15,97.85,90.0,115.8,60.0,100.0,99999.0,170.0,123.0,445.0,1360.0,770.0,112101.0,17333.0,12725.0,12027.0,92195.0,36072.0,1488.0,4.0,4.0,4.0,0.0,0.0,27.0,31.0,57.0,6.0,42.0,5.0,6.0,7.0,457.0,13134.0,3210.0,980570479.0
QnQo,3,False,2025-06-20T00:00+09:00,285,챌린저스3,9334.0,086f3303fab027c273798fa365588933,렌,챌린저스,24376332.0,105.0,350.0,76.15,96.08,106.0,55.0,36.0,100.0,73720.0,170.0,123.0,251.0,1290.0,360.0,42506.0,3757.0,2292.0,2381.0,83549.0,23515.0,1443.0,4.0,4.0,4.0,0.0,0.0,86.0,16.0,56.0,6.0,32.0,0.0,5.0,3.0,117.0,2988.0,713.0,35490816.0
떠덕이네,2,True,2020-04-09T00:00+09:00,290,루나,9618.0,39ecb8a824cb58e7475bbd254017f291,듀얼블레이더,루나,59603051.0,109.0,454.0,55.39,95.68,92.0,123.25,60.0,100.0,68792.0,170.0,123.0,228.0,1350.0,680.0,4313.0,6490.0,3759.0,51815.0,59844.0,31803.0,4.0,4.0,4.0,1468.0,550.0,300.0,233.0,119.0,65.0,6.0,16.0,5.0,6.0,7.0,143.0,6474.0,1193.0,132048249.0
삽쾡,3,True,2021-01-07T00:00+09:00,285,루나,9452.0,acca872082a813dd0f504b6ee4f90004efe8d04e6d233bd35cf2fabdeb93fb0d,아델,루나,79491178.0,126.0,450.0,84.04,98.06,79.0,115.1,72.0,100.0,99999.0,170.0,123.0,281.0,1350.0,540.0,56047.0,7692.0,4802.0,4680.0,112570.0,39694.0,1443.0,4.0,4.0,4.0,0.0,0.0,102.0,40.0,55.0,6.0,12.0,2.0,6.0,17.0,63.0,6340.0,1174.0,116698443.0
두근하나연,3,True,2018-03-08T00:00+09:00,287,베라,9788.0,0095db5b501b0752ccaedade96956532,팬텀,기타,74796939.0,119.0,301.0,87.33,91.27,96.0,81.9,76.0,100.0,45551.0,160.0,123.0,259.0,1350.0,460.0,4351.0,7512.0,5263.0,56441.0,67752.0,39987.0,4.0,4.0,4.0,1458.0,0.0,0.0,107.0,51.0,51.0,5.0,61.0,4.0,6.0,7.0,109.0,6012.0,1181.0,116356464.0
전봄,3,True,2025-06-19T00:00+09:00,289,루나,9244.0,3d0cb93db0e2c4209a692e30b63d7229efe8d04e6d233bd35cf2fabdeb93fb0d,렌,루나,63159563.0,116.0,384.0,87.7,92.9,122.0,105.0,76.0,100.0,92876.0,170.0,123.0,230.0,1350.0,480.0,50643.0,5106.0,3721.0,3476.0,130632.0,63299.0,1468.0,4.0,4.0,4.0,0.0,0.0,163.0,138.0,40.0,6.0,106.0,2.0,6.0,3.0,182.0,5770.0,1105.0,103302393.0
냥언,1,True,2018-03-06T00:00+09:00,296,루나,10502.0,f9985ab2eac12e7fc7252d0c2da5ff4e,"아크메이지(썬,콜)",루나,131233731.0,100.0,371.0,194.14,95.03,93.0,92.3,70.0,100.0,19672.0,170.0,123.0,289.0,1350.0,760.0,3740.0,3543.0,66886.0,6040.0,66356.0,99335.0,4.0,4.0,1498.0,4.0,0.0,0.0,130.0,149.0,150.0,4.0,62.0,0.0,6.0,0.0,316.0,2159.0,6795.0,190151960.0
체히,3,False,2025-06-19T00:00+09:00,285,루나,9004.0,15b1826a2fd4ab2af363074fa91b4e93efe8d04e6d233bd35cf2fabdeb93fb0d,렌,루나,31504667.0,79.0,388.0,82.8,95.01,92.0,56.0,72.0,100.0,85457.0,170.0,123.0,254.0,1335.0,380.0,43521.0,5116.0,3347.0,3312.0,86738.0,36718.0,1443.0,4.0,4.0,4.0,0.0,0.0,22.0,25.0,84.0,6.0,12.0,0.0,6.0,0.0,49.0,4133.0,806.0,63854449.0
ebillp,3,True,2025-06-19T00:00+09:00,285,베라,7293.0,ab265ae7fa30b0c57f3df293ee2e7b9c,렌,기타,55291777.0,65.0,168.0,86.15,80.16,59.0,51.0,53.0,100.0,94173.0,170.0,123.0,277.0,1350.0,450.0,52562.0,7031.0,4033.0,4402.0,81125.0,31079.0,1443.0,4.0,4.0,4.0,0.0,0.0,59.0,13.0,27.0,6.0,91.0,0.0,5.0,0.0,102.0,6373.0,1250.0,65513824.0
엔버땃지쓰,3,False,2017-06-23T00:00+09:00,285,스카니아,8758.0,03ad9827309ca41145dd1fb609544f85,엔젤릭버스터,스카니아,68667283.0,66.0,445.0,75.25,96.65,80.0,86.35,68.0,100.0,48712.0,165.0,123.0,314.0,1350.0,590.0,6994.0,63132.0,4375.0,3910.0,57881.0,30705.0,4.0,1443.0,4.0,4.0,-372.0,0.0,0.0,4.0,30.0,5.0,12.0,2.0,6.0,0.0,62.0,5350.0,1153.0,161056674.0
KDFbul1dog,3,True,2024-12-21T00:00+09:00,285,오로라,9031.0,530f692dac25a24f9619518f0d037572efe8d04e6d233bd35cf2fabdeb93fb0d,"아크메이지(불,독)",기타,106402683.0,124.0,306.0,194.14,94.6,71.0,79.5,47.0,100.0,23524.0,160.0,123.0,294.0,1360.0,470.0,4297.0,4099.0,57347.0,7793.0,58194.0,96059.0,4.0,4.0,1443.0,4.0,0.0,0.0,12.0,16.0,142.0,4.0,52.0,3.0,5.0,2.0,52.0,1640.0,5674.0,110473357.0
dkwidkx,3,True,2013-01-05T00:00+09:00,287,오로라,8827.0,4f7bb14abd89a9247808fbcf7dd058d0,제논,기타,58043262.0,106.0,326.0,28.7,92.35,105.0,81.25,67.0,100.0,70168.0,170.0,123.0,246.0,1350.0,480.0,23654.0,25067.0,4839.0,32790.0,85632.0,73959.0,330.0,330.0,4.0,801.0,0.0,0.0,127.0,115.0,66.0,5.0,55.0,3.0,5.0,6.0,69.0,5116.0,1092.0,107098372.0
세척,3,True,2018-09-29T00:00+09:00,286,루나,9844.0,3837c13b7466e88f44a1b2fd9b9516e8,윈드브레이커,루나,195344108.0,212.0,632.0,84.31,95.22,176.0,160.95,54.0,100.0,65260.0,170.0,123.0,377.0,1360.0,580.0,11355.0,76184.0,6923.0,6913.0,65820.0,23758.0,4.0,1448.0,4.0,4.0,0.0,0.0,56.0,40.0,57.0,4.0,12.0,4.0,6.0,7.0,79.0,8267.0,2293.0,327116836.0
김영쭌,2,True,2017-12-29T00:00+09:00,290,루나,9766.0,2fd4a10dd4400a069fc1dc9dff5cefdc,"아크메이지(썬,콜)",루나,133680006.0,121.0,403.0,194.14,95.64,128.0,104.0,65.0,100.0,19064.0,170.0,123.0,305.0,1350.0,730.0,4275.0,4836.0,64941.0,7503.0,52450.0,96730.0,4.0,4.0,1468.0,4.0,0.0,0.0,143.0,129.0,117.0,4.0,59.0,0.0,6.0,7.0,183.0,2082.0,6412.0,194970782.0
차명,2,False,2023-08-01T00:00+09:00,290,스카니아,8885.0,9d528f023a18ada9aa19e58d518c05df,"아크메이지(불,독)",스카니아,35611888.0,116.0,242.0,194.14,92.66,89.0,68.3,62.0,100.0,3686.0,144.0,116.0,62.0,1350.0,660.0,1089.0,1386.0,35490.0,1806.0,34865.0,100547.0,4.0,4.0,1468.0,4.0,0.0,0.0,114.0,43.0,90.0,4.0,52.0,0.0,5.0,0.0,176.0,1062.0,3249.0,30077521.0
팔로우,3,False,2019-03-22T00:00+09:00,289,스카니아,9096.0,e97bdb7b522d4774402c25b15e910ec8,아크,스카니아,36143813.0,54.0,303.0,55.23,93.34,49.0,79.8,85.0,100.0,88824.0,161.0,123.0,212.0,1350.0,600.0,48601.0,4605.0,2613.0,2750.0,53034.0,48935.0,1463.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,81.0,5.0,12.0,2.0,6.0,0.0,130.5,4469.0,703.0,62787456.0
보마킴덱스,3,True,2024-12-19T00:00+09:00,286,루나,9115.0,b1facbf57adab1a0c10ff8ba70e58164efe8d04e6d233bd35cf2fabdeb93fb0d,보우마스터,루나,45560565.0,85.0,432.0,77.35,96.42,178.0,80.85,177.0,100.0,43915.0,170.0,123.0,288.0,1350.0,480.0,6029.0,50937.0,3194.0,4005.0,91070.0,43492.0,4.0,1448.0,4.0,4.0,0.0,0.0,56.0,16.0,46.0,4.0,12.0,0.0,6.0,0.0,82.0,5092.0,975.0,91436008.0
르로미,3,False,2024-12-19T00:00+09:00,285,루나,8846.0,a79c21f1236182815d7addf16687e0deefe8d04e6d233bd35cf2fabdeb93fb0d,윈드브레이커,루나,19408358.0,109.0,190.0,82.95,88.85,97.0,61.0,70.0,100.0,18708.0,160.0,123.0,77.0,1350.0,430.0,2036.0,33220.0,954.0,1065.0,37990.0,22630.0,4.0,1443.0,4.0,4.0,0.0,0.0,40.0,19.0,30.0,4.0,66.0,0.0,6.0,0.0,74.0,2894.0,327.0,14818108.0
토토대표,3,True,2025-06-19T00:00+09:00,286,베라,9007.0,4df74df3e4f138cdf46b25250174c751,팬텀,기타,41030485.0,117.0,291.0,87.33,90.12,128.0,87.6,89.0,100.0,33882.0,170.0,123.0,221.0,1350.0,430.0,3117.0,5366.0,2812.0,44644.0,87943.0,60073.0,4.0,4.0,4.0,1453.0,0.0,0.0,86.0,137.0,38.0,5.0,98.0,4.0,6.0,7.0,116.0,4221.0,997.0,65438701.0
아이돌고세구,3,True,2025-06-19T00:00+09:00,285,베라,9783.0,8eae5171c3c471790895958368d7fdfd,렌,기타,55393930.0,100.0,308.0,86.15,94.47,113.0,78.25,76.0,100.0,99999.0,170.0,123.0,272.0,1360.0,440.0,55208.0,8023.0,4306.0,4028.0,103257.0,42861.0,1443.0,4.0,4.0,4.0,0.0,0.0,152.0,24.0,55.0,6.0,106.0,3.0,6.0,7.0,106.0,5001.0,1283.0,96735907.0
킹삣,3,True,2025-06-19T00:00+09:00,288,스카니아,8887.0,ef3f53ba66967ce83e455f82c73817e0,엔젤릭버스터,스카니아,71694950.0,134.0,259.0,81.39,81.74,102.0,111.1,85.0,100.0,42102.0,170.0,123.0,203.0,1350.0,570.0,6004.0,50761.0,3598.0,3317.0,113729.0,81879.0,4.0,1463.0,4.0,4.0,0.0,0.0,150.0,123.0,28.0,5.0,103.0,1.0,6.0,0.0,222.0,4753.0,1149.0,74637738.0
냥던던,3,True,2025-06-19T00:00+09:00,285,챌린저스3,10362.0,e21ed0c08f5f8ceb894cb9f32d5156d4efe8d04e6d233bd35cf2fabdeb93fb0d,렌,챌린저스,28255969.0,82.0,424.0,86.15,94.04,109.0,64.1,58.0,100.0,77539.0,170.0,123.0,255.0,1350.0,340.0,44448.0,5610.0,3311.0,3885.0,81651.0,36569.0,1443.0,4.0,4.0,4.0,0.0,0.0,32.0,17.0,71.0,6.0,52.0,0.0,6.0,7.0,44.0,3498.0,757.0,61023345.0
딥다크패니,3,True,2025-12-18T00:00+09:00,285,챌린저스2,,4417a258c7d79c95641d775081bc6e59,배틀메이지,챌린저스,58049765.0,80.0,343.0,74.46,95.74,108.0,114.0,55.0,100.0,44102.0,170.0,123.0,315.0,1355.0,370.0,3135.0,2939.0,54275.0,5671.0,144292.0,49145.0,4.0,4.0,1443.0,4.0,0.0,0.0,20.0,20.0,70.0,4.0,362.0,0.0,5.0,0.0,80.0,1943.0,6915.0,118100665.0
타꿍,3,True,2005-02-12T00:00+09:00,288,오로라,9500.0,95c1150ebfd794e0f6974a5248f33ead,히어로,기타,42947187.0,55.0,472.0,51.25,97.09,91.0,82.0,90.0,100.0,99999.0,170.0,123.0,267.0,1350.0,600.0,62066.0,7912.0,5140.0,5238.0,121636.0,40251.0,1463.0,4.0,4.0,4.0,-510.0,-155.0,12.0,37.0,67.0,4.0,47.0,0.0,6.0,0.0,111.0,4966.0,1272.0,144365026.0
기쿠치유세이,3,False,2025-06-19T00:00+09:00,285,스카니아,6298.0,3f80bae681c420856ca06f8f2751eac7,일리움,스카니아,24529911.0,84.0,345.0,65.0,88.8,95.0,66.1,55.0,100.0,10781.0,168.0,123.0,204.0,1350.0,430.0,2139.0,2013.0,37421.0,3619.0,36561.0,52307.0,4.0,4.0,1443.0,4.0,0.0,0.0,20.0,33.0,50.0,4.0,17.0,0.0,5.0,0.0,41.0,1131.0,4392.0,40953109.0
청미꾸,2,True,2013-07-18T00:00+09:00,293,크로아,9650.0,cb96c38d6d98b9b796e4c3d013ad770a,제로,크로아,113437352.0,61.0,446.0,62.16,95.76,128.0,135.3,62.0,100.0,99999.0,170.0,123.0,424.0,1350.0,760.0,87944.0,12424.0,8021.0,8134.0,117482.0,,1483.0,4.0,4.0,4.0,-263.0,0.0,26.0,30.0,30.0,4.0,12.0,2.0,6.0,7.0,330.0,8903.0,2245.0,404221762.0
슝슝슝쀼,3,True,2022-12-22T00:00+09:00,285,오로라,9336.0,f69e0b6a55698c601d2be980708cc8fb,보우마스터,기타,59176055.0,72.0,451.0,75.83,95.69,140.0,73.0,45.0,100.0,49575.0,170.0,123.0,290.0,1350.0,430.0,8110.0,58120.0,5139.0,5407.0,78056.0,51648.0,4.0,1443.0,4.0,4.0,0.0,0.0,12.0,0.0,45.0,4.0,12.0,0.0,6.0,3.0,24.0,6256.0,1251.0,140969491.0
흑백멍뭉이,3,True,2018-06-29T00:00+09:00,285,오로라,9279.0,4920ebb6fa303b59be1c3ea049a1e421,루미너스,기타,70012175.0,79.0,369.0,104.82,95.52,93.0,96.2,71.0,100.0,27620.0,170.0,123.0,336.0,1350.0,390.0,6158.0,6133.0,62775.0,9223.0,53700.0,139499.0,4.0,4.0,1443.0,4.0,0.0,0.0,37.0,16.0,45.0,4.0,52.0,2.0,6.0,23.0,42.5,2012.0,6113.0,152338276.0
동네렌렌이,3,True,2025-06-22T00:00+09:00,285,오로라,8637.0,68c32c5ed1370ab23f7f1080a49709f0efe8d04e6d233bd35cf2fabdeb93fb0d,렌,기타,89978049.0,140.0,429.0,86.15,94.69,109.0,94.0,45.0,100.0,99999.0,170.0,123.0,279.0,1400.0,580.0,59009.0,8011.0,4854.0,4837.0,122717.0,44736.0,1448.0,4.0,4.0,4.0,0.0,0.0,61.0,41.0,41.0,6.0,58.0,0.0,5.0,0.0,109.5,6348.0,1605.0,128575885.0
스틸받는나로,3,True,2024-12-19T00:00+09:00,285,크로아,10313.0,4d1eba37064b75a525a3b9659fa6910d,나이트로드,크로아,34298017.0,61.0,454.0,63.19,92.84,111.0,88.25,62.0,100.0,32383.0,170.0,123.0,257.0,1350.0,320.0,3498.0,5660.0,2750.0,47025.0,59045.0,35732.0,4.0,4.0,4.0,1443.0,0.0,0.0,56.0,32.0,85.0,6.0,19.0,0.0,6.0,0.0,84.0,3850.0,825.0,82835676.0
깅백설2,3,True,2025-12-18T00:00+09:00,285,챌린저스3,,bbf44cb63ca3195f863987809995a9c4,엔젤릭버스터,챌린저스,32314660.0,59.0,315.0,78.44,94.94,91.0,82.0,61.0,100.0,36514.0,165.0,123.0,293.0,1315.0,290.0,4725.0,46620.0,2641.0,2856.0,61748.0,42191.0,4.0,1443.0,4.0,4.0,0.0,0.0,40.0,20.0,70.0,5.0,162.0,0.0,5.0,0.0,87.0,3504.0,1084.0,59226548.0
독마니,3,True,2022-09-12T00:00+09:00,285,루나,10223.0,47f69c9e3ef3b42c025eaea7fa6eaca5efe8d04e6d233bd35cf2fabdeb93fb0d,"아크메이지(불,독)",루나,148194901.0,144.0,404.0,194.14,96.5,86.0,103.95,50.0,100.0,25769.0,170.0,123.0,282.0,1370.0,630.0,5821.0,4673.0,63489.0,7789.0,56873.0,95228.0,4.0,4.0,1443.0,4.0,0.0,0.0,152.0,106.0,140.0,4.0,12.0,5.0,6.0,7.0,74.0,1928.0,6574.0,186687915.0
깅삼만,3,True,2020-04-23T00:00+09:00,285,엘리시움,10437.0,121d6f63d013bfdbecaa6144703aa9b7efe8d04e6d233bd35cf2fabdeb93fb0d,"아크메이지(불,독)",엘리시움,96752389.0,129.0,308.0,194.14,84.93,106.0,90.3,61.0,100.0,17088.0,170.0,123.0,246.0,1350.0,600.0,3317.0,3381.0,55246.0,5633.0,83823.0,137027.0,4.0,4.0,1443.0,4.0,0.0,0.0,171.0,97.0,155.0,4.0,91.0,2.0,6.0,3.0,281.0,1860.0,5282.0,97691604.0
이규뷘,2,True,2018-06-21T00:00+09:00,292,크로아,9514.0,854e51413a1468a0cfcaf5f392247ca4,다크나이트,크로아,96055908.0,80.0,263.0,185.44,84.84,107.0,110.0,60.0,100.0,99044.0,170.0,123.0,262.0,1360.0,490.0,48777.0,6231.0,3156.0,4132.0,100108.0,39617.0,1478.0,4.0,4.0,4.0,0.0,0.0,244.0,140.0,56.0,4.0,100.0,2.0,6.0,7.0,156.0,6232.0,1318.0,94471855.0
수승,2,True,2016-10-03T00:00+09:00,290,베라,9538.0,8532ae0e5515f3fc780e98701b3ba021,배틀메이지,기타,45724942.0,124.0,202.0,74.46,76.2,98.0,95.75,71.0,100.0,41680.0,172.0,123.0,215.0,1350.0,510.0,2334.0,2838.0,45085.0,5137.0,152030.0,50838.0,4.0,4.0,1468.0,4.0,-443.0,-230.0,237.0,137.0,40.0,4.0,114.0,0.0,6.0,7.0,207.0,1421.0,5257.0,57693636.0
얼음조심해라,3,True,2025-12-18T00:00+09:00,285,엘리시움,11090.0,b833374ee548b8cee370c91db7a254e73663933da92e7566c55104ec9ac2894d,"아크메이지(썬,콜)",엘리시움,101472021.0,119.0,432.0,194.14,86.64,108.0,85.25,77.0,100.0,24388.0,170.0,123.0,316.0,1380.0,390.0,6647.0,5998.0,56748.0,8809.0,39144.0,83506.0,4.0,4.0,1443.0,4.0,0.0,0.0,36.0,17.0,148.0,4.0,52.0,2.0,6.0,7.0,179.0,1579.0,5567.0,129031182.0
렌로농,3,True,2025-06-19T00:00+09:00,285,오로라,9686.0,d0bb2a3a51e86f54176423e4b46c72b1efe8d04e6d233bd35cf2fabdeb93fb0d,렌,기타,51147092.0,76.0,414.0,86.15,96.09,97.0,80.9,65.0,100.0,99999.0,170.0,123.0,297.0,1350.0,490.0,56629.0,7024.0,4154.0,4428.0,97081.0,38480.0,1443.0,4.0,4.0,4.0,0.0,0.0,32.0,4.0,63.0,6.0,12.0,2.0,6.0,7.0,28.0,5142.0,1085.0,121828715.0
Phigros,3,True,2025-06-19T00:00+09:00,285,엘리시움,8985.0,c8e97abc077471b37e9043a78599dcad6fbb98200a15be5bcc73a64995849e9c,렌,엘리시움,63776330.0,85.0,508.0,86.15,97.59,90.0,91.0,58.0,100.0,99999.0,170.0,123.0,304.0,1350.0,380.0,59470.0,7687.0,4904.0,4942.0,112348.0,44396.0,1443.0,4.0,4.0,4.0,0.0,0.0,56.0,39.0,66.0,6.0,12.0,0.0,6.0,7.0,69.0,5801.0,1339.0,159230249.0
보우웅뿡,3,True,2025-12-18T00:00+09:00,285,챌린저스2,,dd8fa9d3c4e01c06549bccf5977993c4,보우마스터,챌린저스,44846884.0,36.0,331.0,77.35,96.4,133.0,83.0,46.0,100.0,36745.0,160.0,123.0,273.0,1350.0,450.0,5533.0,52403.0,2281.0,2177.0,106915.0,59806.0,4.0,1448.0,4.0,4.0,0.0,0.0,183.0,34.0,70.0,4.0,409.0,0.0,5.0,0.0,125.0,6648.0,1567.0,105416530.0
뜬준,2,True,2023-06-25T00:00+09:00,290,스카니아,9518.0,aa320ddc1c3f970e015caf54ecb74a85,비숍,스카니아,100803567.0,91.0,528.0,233.49,96.24,103.0,129.0,68.0,100.0,20374.0,160.0,123.0,232.0,1380.0,480.0,4446.0,3738.0,52864.0,6887.0,51277.0,95063.0,4.0,4.0,1468.0,4.0,0.0,0.0,157.0,127.0,170.0,4.0,12.0,0.0,6.0,7.0,214.0,1739.0,6040.0,131586241.0
진혼검제,2,True,2025-06-19T00:00+09:00,290,챌린저스3,9556.0,f5ba533a9d8722e83b69d3f390e3e4ece85e07f9d5d276f44440847eec04ba68,렌,챌린저스,103799020.0,114.0,520.0,98.97,98.81,100.0,118.0,59.0,100.0,99999.0,170.0,123.0,313.0,1360.0,730.0,66180.0,9637.0,6408.0,5800.0,127645.0,69389.0,1468.0,4.0,4.0,4.0,0.0,0.0,41.0,21.0,71.0,6.0,12.0,2.0,6.0,7.0,330.0,6835.0,1667.0,195283367.0
슬쩍신,3,True,2025-06-19T00:00+09:00,287,엘리시움,8790.0,10120f50b5010b1e63a85c8684d9fea4fd842dab14be2a956555625b37c97bff,섀도어,엘리시움,68721004.0,96.0,529.0,73.95,95.08,100.0,111.95,79.0,100.0,99999.0,168.0,123.0,352.0,1350.0,520.0,5692.0,8322.0,4788.0,65529.0,67838.0,34932.0,4.0,4.0,4.0,1458.0,0.0,0.0,84.0,29.0,53.0,6.0,12.0,0.0,6.0,0.0,69.0,5615.0,1618.0,173614569.0
왈뚜컹,2,True,2025-12-18T00:00+09:00,290,챌린저스4,,28502181e34518a6588806fef7bc610a,캡틴,챌린저스,30748459.0,30.0,316.0,62.0,94.84,100.0,101.0,36.0,100.0,42631.0,160.0,123.0,231.0,1450.0,690.0,5258.0,48952.0,2711.0,2041.0,80993.0,52440.0,4.0,1468.0,4.0,4.0,0.0,0.0,204.0,47.0,70.0,5.0,413.0,0.0,5.0,0.0,321.0,4841.0,1159.0,73358460.0
윤부12,3,True,2024-06-26T00:00+09:00,285,루나,9180.0,ada92f38e3047986ba1ff23142e0ec3eefe8d04e6d233bd35cf2fabdeb93fb0d,일리움,루나,61108077.0,86.0,404.0,65.0,95.62,91.0,112.4,41.0,100.0,30432.0,170.0,123.0,352.0,1370.0,450.0,5795.0,5885.0,64938.0,10094.0,49045.0,44134.0,4.0,4.0,1443.0,4.0,0.0,0.0,12.0,16.0,79.0,4.0,12.0,0.0,6.0,7.0,22.5,1905.0,6149.0,154332720.0
렌자오밍,3,True,2025-06-19T00:00+09:00,285,크로아,9790.0,c86bb7f107ab7bfe61814d83b6025484,렌,크로아,62499565.0,104.5,460.0,86.15,94.08,96.0,78.55,60.0,100.0,99999.0,170.0,123.0,317.0,1350.0,410.0,59967.0,8051.0,4920.0,5089.0,96358.0,33154.0,1443.0,4.0,4.0,4.0,0.0,0.0,12.0,16.0,53.0,6.0,12.0,0.0,6.0,7.0,22.0,5094.0,1285.0,143069046.0
디브로섀도어,1,True,2023-02-13T00:00+09:00,295,엘리시움,9613.0,511a39ad51379ad09c47b765b5654a40efe8d04e6d233bd35cf2fabdeb93fb0d,섀도어,엘리시움,74684044.0,99.0,298.0,72.46,93.36,100.0,118.0,75.0,100.0,90551.0,170.0,123.0,275.0,1360.0,790.0,4513.0,7123.0,3617.0,57828.0,64989.0,52258.0,4.0,4.0,4.0,1493.0,0.0,0.0,247.0,177.0,60.0,6.0,103.0,2.0,6.0,7.0,317.0,6890.0,1368.0,147514699.0
프류피,3,True,2025-06-19T00:00+09:00,286,베라,9817.0,0694dfe83bfd8feebf798e7025470a9d,렌,기타,58953003.0,79.0,292.0,98.97,93.2,104.0,81.0,77.0,100.0,99999.0,170.0,123.0,255.0,1350.0,480.0,52193.0,5876.0,3709.0,3581.0,102069.0,52249.0,1453.0,4.0,4.0,4.0,0.0,0.0,240.0,243.0,95.0,6.0,103.0,0.0,6.0,7.0,372.0,5932.0,1201.0,94660760.0
가시렌,3,True,2025-06-19T00:00+09:00,285,루나,10104.0,ac7c6fc448167bb2556d65bf6bed58e4efe8d04e6d233bd35cf2fabdeb93fb0d,렌,루나,50517082.0,91.0,430.0,86.15,92.95,91.0,69.0,47.0,100.0,94338.0,170.0,123.0,296.0,1350.0,310.0,50366.0,6712.0,4226.0,3499.0,107332.0,34674.0,1443.0,4.0,4.0,4.0,0.0,0.0,12.0,0.0,64.0,6.0,12.0,0.0,6.0,7.0,32.0,5250.0,1102.0,103596834.0
댜하미,3,True,2018-07-29T00:00+09:00,285,크로아,9028.0,bdb9a9d68f292c4aaae3e44f19c9b45d,블래스터,크로아,119758400.0,93.0,473.0,105.7,97.05,102.0,76.55,99.0,100.0,99999.0,170.0,123.0,337.0,1350.0,430.0,63212.0,8332.0,5694.0,6464.0,82116.0,32147.0,1448.0,4.0,4.0,4.0,0.0,0.0,42.0,16.0,45.0,5.0,12.0,0.0,6.0,7.0,111.0,6794.0,1439.0,201833246.0
환빈델,3,True,2020-03-24T00:00+09:00,287,크로아,9308.0,1406755342a3b2c16f74978182328460,아델,크로아,67458671.0,143.0,284.0,84.04,90.12,102.0,109.3,87.0,100.0,88161.0,170.0,123.0,247.0,1350.0,610.0,50378.0,5686.0,2774.0,3606.0,110737.0,38235.0,1458.0,4.0,4.0,4.0,0.0,0.0,207.0,96.0,44.0,6.0,104.0,0.0,6.0,7.0,324.0,5600.0,962.0,83548753.0
뿡지뿡뿡,3,True,2020-08-24T00:00+09:00,285,제니스,9974.0,a23b49f5cb9460940a8643f033e896e7,아델,기타,304517693.0,297.0,518.0,102.48,96.9,100.0,117.3,140.0,100.0,99999.0,170.0,123.0,385.0,1360.0,550.0,77200.0,11352.0,7299.0,7399.0,92927.0,28654.0,1443.0,4.0,4.0,4.0,0.0,0.0,36.0,16.0,77.0,6.0,12.0,4.0,6.0,17.0,97.0,9102.0,2102.0,288656589.0
하냐,2,True,2015-04-19T00:00+09:00,290,크로아,9349.0,67f425da311c50afab4b8c70d1e01e36,"아크메이지(썬,콜)",크로아,95308736.0,116.0,293.0,194.14,86.9,90.0,84.35,62.0,100.0,16325.0,170.0,123.0,309.0,1350.0,580.0,3208.0,3558.0,53135.0,5932.0,41437.0,78691.0,4.0,4.0,1468.0,4.0,-394.0,-234.0,239.0,138.0,131.0,4.0,106.0,0.0,6.0,0.0,110.0,1427.0,5722.0,103045536.0
seoty73,3,True,2024-06-20T00:00+09:00,285,크로아,9401.0,b1f81d403db395fec5b10a773f5098e7,메르세데스,크로아,80579188.0,159.0,393.0,71.67,92.53,235.0,132.75,66.0,100.0,41174.0,171.0,123.0,232.0,1350.0,450.0,6300.0,50754.0,2982.0,3572.0,52246.0,41334.0,4.0,1448.0,4.0,4.0,0.0,0.0,276.0,176.0,50.0,4.0,73.0,2.0,6.0,6.0,479.0,6660.0,1224.0,116027778.0
